userID,username,name,created_at,followers_count,following_count,tweet_count,ESPN_name,conference,state,institution_name
2188940252,Lion_WBB,A&M-Commerce WBB,2013-11-11 20:09:02+00:00,4183,231,7217,Texas A&M-Commerce Lions,Southland,TX,Texas A & M University-Commerce
1174401118702641152,Islanders_WBB,Islanders Women's Basketball,2019-09-18 19:13:50+00:00,1765,201,2630,Texas A&M-Corpus Christi Islanders,Southland,TX,Texas A & M University-Corpus Christi
98755653,TCUWbasketball,TCU Women’s Basketball,2009-12-23 00:40:48+00:00,11702,192,14825,TCU Horned Frogs,Big 12,TX,Texas Christian University
928135583200956417,TSUWomensHoops,TSU Lady Tigers Basketball,2017-11-08 05:42:21+00:00,2731,109,697,Texas Southern Tigers,SWAC,TX,Texas Southern University
409544756,TXStateWBB,Texas State WBB,2011-11-10 22:02:04+00:00,7956,1278,10946,Texas State Bobcats,Sun Belt,TX,Texas State University
707539159,LadyRaiderWBB,Lady Raider Basketball,2012-07-20 17:52:56+00:00,16530,895,13310,Texas Tech Lady Raiders,Big 12,TX,Texas Tech University
900280416,OhioStateWBB,Ohio State WBB,2012-10-23 17:40:07+00:00,23123,437,13002,Ohio State Buckeyes,Big Ten,OH,Ohio State University-Main Campus
377444119,CharlotteWBB,Charlotte Women's Basketball,2011-09-21 15:52:22+00:00,6082,301,10622,Charlotte 49ers,Conference USA,NC,University of North Carolina at Charlotte
576701400,uncgwbb,UNCG WBB,2012-05-10 22:19:50+00:00,7300,543,7004,UNC Greensboro Spartans,Southern,NC,University of North Carolina at Greensboro
1694377544,SouthernMissWBB,Southern Miss Women's Basketball,2013-08-23 17:20:50+00:00,6284,62,12651,Southern Miss Golden Eagles,Sun Belt,MS,University of Southern Mississippi
1439461705,UTRGVwbb,UTRGV Women's Basketball,2013-05-18 21:01:15+00:00,2977,196,5300,UT Rio Grande Valley Vaqueros,WAC,TX,The University of Texas Rio Grande Valley
634787222,TUWBasketball,Tulsa W Basketball,2012-07-13 18:56:01+00:00,4663,685,6649,Tulsa Golden Hurricane,American,OK,University of Tulsa
312784438,Towson_WBB,Towson Women's Basketball,2011-06-07 17:21:20+00:00,6853,353,12595,Towson Tigers,Colonial,MD,Towson University
601182453,TroyTrojansWBB,Troy Women’s Basketball,2012-06-06 16:30:52+00:00,5952,106,10833,Troy Trojans,Sun Belt,AL,Troy University
31132543,GreenWaveWBB,Tulane Women's Hoops,2009-04-14 14:24:50+00:00,5774,400,11206,Tulane Green Wave,American,LA,Tulane University of Louisiana
